id,chapterNo,chapterTitle,unitNo,unitTitle,wordNo,originalWord,word,translation,partOfSpeech,example,exampleZh,translationSource,exampleSource,qaFlags,source,note
0145,2,Occupations,10,Ways to Achieve Success,4,effort,effort,努力,n.[C],Please make an effort to get to work by nine o'clock.,請努力在九點鐘前上班。,source_771,source_771,,Manual correction from page image,manual correction from page image / OCR
0146,2,Occupations,10,Ways to Achieve Success,5,gather,gather,蒐集；集合,v.,The reporter gathered information for her new story.,記者為她的新故事收集了資訊。,source_771,source_771,,Manual correction from page image,manual correction from page image / OCR
0147,2,Occupations,10,Ways to Achieve Success,6,useful,useful,有用的,a.,There is a lot of useful information in that magazine.,那本雜誌裡面有很多有用的資訊。,source_771,source_771,,Manual correction from page image,manual correction from page image / OCR
0148,2,Occupations,10,Ways to Achieve Success,7,stay,stay,保持,v.,"Zack, stay calm!",扎克斯，保持冷靜！,source_771,source_771,,Manual correction from page image,manual correction from page image / OCR
0149,2,Occupations,10,Ways to Achieve Success,8,positive,positive,積極的；正面的,a.,Janet is always happy and positive about her life.,珍妮特總是對她的生活感到快樂和積極。,source_771,source_771,,Manual correction from page image,manual correction from page image / OCR
0150,2,Occupations,10,Ways to Achieve Success,9,cheerleader,cheerleader,啦啦隊員,n.[C],The cheerleaders yelled loudly for the players.,拉拉隊員們大聲​​地為選手們吶喊。,source_771,source_771,,Manual correction from page image,manual correction from page image / OCR
0151,2,Occupations,10,Ways to Achieve Success,10,continue,continue,繼續,v.,I hope we can continue to increase our income.,我希望我們能繼續增加收入。,source_771,source_771,,Manual correction from page image,manual correction from page image / OCR
0152,2,Occupations,10,Ways to Achieve Success,11,focus,focus,專心,v.,Kevin can't focus when it's too noisy.,太吵鬧時凱文無法集中註意力。,source_771,source_771,duplicate_word,Manual correction from page image,manual correction from page image / OCR
0153,2,Occupations,10,Ways to Achieve Success,12,ready,ready,準備好,a.,Are you ready to go now?,你現在準備好出發了嗎？,source_771,source_771,,Manual correction from page image,manual correction from page image / OCR
0154,2,Occupations,10,Ways to Achieve Success,13,handle,handle,處理,v.,The president has to handle many different things at,總統必須處理許多不同的事情,source_771,source_771,,Manual correction from page image,manual correction from page image / OCR
0155,2,Occupations,10,Ways to Achieve Success,14,difficult,difficult,困難的,a.,This question is difficult for me.,這個問題對我來說很難。,source_771,curated_example,,Manual correction from page image,manual correction from page image / OCR
0156,2,Occupations,10,Ways to Achieve Success,15,develop,develop,發展；培養,v.,Children develop new skills every day.,孩子每天都會發展新技能。,source_771,curated_example,,Manual correction from page image,manual correction from page image / OCR
0157,3,Personal Characteristics,11,Appearance,1,beautiful,beautiful,漂亮的,a.,Snow White is a beautiful princess.,白雪公主是一位美麗的公主。,source_771,source_771,,Manual correction from page image,manual correction from page image / OCR
0158,3,Personal Characteristics,11,Appearance,2,pretty,pretty,漂亮的,a.,Lucy is a pretty little girl.,露西是個漂亮的小女孩。,source_771,source_771,,Manual correction from page image,manual correction from page image / OCR
0159,3,Personal Characteristics,11,Appearance,3,handsome,handsome,帥的,a.,Vicky's ideal boyfriend must be handsome.,Vicky的理想男友一定是英俊的。,source_771,source_771,,Manual correction from page image,manual correction from page image / OCR
0160,3,Personal Characteristics,11,Appearance,4,nice-looking,nice-looking,好看的,a.,"He is a nice-looking man, but I don't like his clothes.",他是個英俊的男人，但我不喜歡他的衣服。,source_771,source_771,,Manual correction from page image,manual correction from page image / OCR
0161,3,Personal Characteristics,11,Appearance,5,ugly,ugly,醜陋的,a.,The children were afraid of the ugly monster in the movie.,孩子們害怕電影中醜陋的怪物。,source_771,source_771,,Manual correction from page image,manual correction from page image / OCR
0162,3,Personal Characteristics,11,Appearance,6,short,short,矮小的,a.,"Although he is short, his voice is louder than anybody else's.",雖然他個子矮小，但是他的聲音卻比任何人都響亮。,source_771,source_771,duplicate_word,Manual correction from page image,manual correction from page image / OCR
0163,3,Personal Characteristics,11,Appearance,7,tall,tall,高的,a.,How tall are you?,你有多高？,source_771,source_771,,Manual correction from page image,manual correction from page image / OCR
0164,3,Personal Characteristics,11,Appearance,8,fat,fat,胖的,a.,"Although Ben is fat, he can move very quickly.",本雖然胖，但動作卻很快。,source_771,source_771,,Manual correction from page image,manual correction from page image / OCR
0165,3,Personal Characteristics,11,Appearance,9,chubby,chubby,圓的,a.,The fat boy has a chubby face.,胖男孩有一張胖胖的臉。,source_771,source_771,,Manual correction from page image,manual correction from page image / OCR
0166,3,Personal Characteristics,11,Appearance,10,heavy,heavy,重的,a.,Nick is a tall and heavy man.,尼克是個又高又重的男人。,source_771,source_771,,Manual correction from page image,manual correction from page image / OCR
0167,3,Personal Characteristics,11,Appearance,11,over-weight,over-weight,過重的,a.,"If you eat too much, you will become over-weight.",如果你吃太多，你就會變得超重。,source_771,source_771,,Manual correction from page image,manual correction from page image / OCR
0168,3,Personal Characteristics,11,Appearance,12,under-weight,under-weight,過瘦的,a.,Under-weight kids should eat more food.,體重不足的孩子應該多吃食物。,source_771,source_771,,Manual correction from page image,manual correction from page image / OCR
0169,3,Personal Characteristics,11,Appearance,13,skinny,skinny,很受的,a.,"Most people want to be skinny, not fat.",大多數人都想變瘦，而不是變胖。,source_771,source_771,,Manual correction from page image,manual correction from page image / OCR
0170,3,Personal Characteristics,11,Appearance,14,slender,slender,纖細的,a.,The woman's long and slender legs are beautiful.,女人的腿又長又細，很漂亮。,source_771,source_771,,Manual correction from page image,manual correction from page image / OCR
0171,3,Personal Characteristics,11,Appearance,15,slim,slim,苗條的,a.,"My sister is slim, active, and healthy.",我姐姐身材苗條、活潑、健康。,source_771,source_771,,Manual correction from page image,manual correction from page image / OCR
0172,3,Personal Characteristics,11,Appearance,16,thin,thin,瘦的,a.,You are too thin. Eat more!,你太瘦了。多吃點！,source_771,source_771,duplicate_word,Manual correction from page image,manual correction from page image / OCR
0173,3,Personal Characteristics,12,Personalities 1,1,character,character,品格,n.[C],My teacher is kind and has a very good character.,我的老師很和藹，人品很好。,source_771,source_771,,Manual correction from page image,manual correction from page image / OCR
0174,3,Personal Characteristics,12,Personalities 1,2,considerate,considerate,體貼的,a.,This lesson uses the word considerate in the unit Personalities 1.,本課程在「個性 1」單元中使用「體貼」一詞。,source_771,generated_example,,Manual correction from page image,manual correction from page image / OCR
0175,3,Personal Characteristics,12,Personalities 1,3,nice,nice,好的,a.,How nice of you!,你真好！,source_771,source_771,,Manual correction from page image,manual correction from page image / OCR
0176,3,Personal Characteristics,12,Personalities 1,4,friendly,friendly,友善,a.,The people in this town are very friendly.,這個鎮上的人們非常友好。,source_771,source_771,,Manual correction from page image,manual correction from page image / OCR
0177,3,Personal Characteristics,12,Personalities 1,5,kind,kind,親切的；種類,a.；n.[C],Mr. Smith is very kind to me.,史密斯先生對我很好。,source_771,source_771,,Manual correction from page image,manual correction from page image / OCR
0178,3,Personal Characteristics,12,Personalities 1,6,gentle,gentle,溫和的,a.,"Danny is a gentle boy, so he didn't kill the spider.",丹尼是個溫柔的男孩，所以他沒有殺死蜘蛛。,source_771,source_771,,Manual correction from page image,manual correction from page image / OCR
0179,3,Personal Characteristics,12,Personalities 1,7,sincere,sincere,真誠的,a.,"If you are sincere, people will trust you.",如果你真誠，人們就會信任你。,source_771,source_771,,Manual correction from page image,manual correction from page image / OCR
0180,3,Personal Characteristics,12,Personalities 1,8,patient,patient,耐心的,a.,It's not easy to be patient and wait for things you want.,耐心等待你想要的東西並不容易。,source_771,source_771,,Manual correction from page image,manual correction from page image / OCR
0181,3,Personal Characteristics,12,Personalities 1,9,generous,generous,慷慨的,a.,The generous woman bought dinner for everyone.,這位慷慨的女士為大家買了晚餐。,source_771,source_771,,Manual correction from page image,manual correction from page image / OCR
0182,3,Personal Characteristics,12,Personalities 1,10,polite,polite,有禮貌的,a.,"Emily is a polite girl, and everybody likes her.",艾米麗是一個有禮貌的女孩，每個人都喜歡她。,source_771,source_771,,Manual correction from page image,manual correction from page image / OCR
